Date,Season,Road Team,,,Home Team,,Results,
"Sam./Sat., 1 Avr./Apr. 2006",2005-06,Boston Bruins,0,@,Montreal Canadiens,2,W,summary
"Mar./Tue., 4 Avr./Apr. 2006",2005-06,Boston Bruins,3,@,Montreal Canadiens,5,W,summary
"Thursday, April 6, 2006",2005-06,Montreal Canadiens,5,@,Ottawa Senators,3,W,summary
"Sam./Sat., 8 Avr./Apr. 2006",2005-06,New Jersey Devils,3,@,Montreal Canadiens,2,L,summary
"Lun./Mon., 10 Avr./Apr. 2006",2005-06,Ottawa Senators,2,@,Montreal Canadiens,3,W,summary
"Wednesday, April 12, 2006",2005-06,Montreal Canadiens,1,@,Buffalo Sabres,3,L,summary
"Thursday, April 13, 2006",2005-06,Montreal Canadiens,4,@,Boston Bruins,3,W,summary
"Sam./Sat., 15 Avr./Apr. 2006",2005-06,Buffalo Sabres,4,@,Montreal Canadiens,2,L,summary
"Mar./Tue., 18 Avr./Apr. 2006",2005-06,New Jersey Devils,4,@,Montreal Canadiens,3,L,summary
"Friday, October 6, 2006",2006-07,Montreal Canadiens,4,@,Buffalo Sabres,5,L (SO),summary
"Saturday, October 7, 2006",2006-07,Montreal Canadiens,3,@,Toronto Maple Leafs,2,W (SO),summary
"Wednesday, October 11, 2006",2006-07,Montreal Canadiens,3,@,Philadelphia Flyers,1,W,summary
"Sam./Sat., 14 Oct. 2006",2006-07,Ottawa Senators,3,@,Montreal Canadiens,2,L (OT),summary
"Mar./Tue., 17 Oct. 2006",2006-07,Calgary Flames,4,@,Montreal Canadiens,5,W,summary
"Wednesday, October 18, 2006",2006-07,Montreal Canadiens,1,@,Chicago Blackhawks,2,L,summary
"Sam./Sat., 21 Oct. 2006",2006-07,Colorado Avalanche,5,@,Montreal Canadiens,8,W,summary
"Lun./Mon., 23 Oct. 2006",2006-07,Buffalo Sabres,4,@,Montreal Canadiens,1,L,summary
"Thursday, October 26, 2006",2006-07,Montreal Canadiens,3,@,Boston Bruins,2,W,summary
"Sam./Sat., 28 Oct. 2006",2006-07,Toronto Maple Leafs,5,@,Montreal Canadiens,4,L (OT),summary
"Mar./Tue., 31 Oct. 2006",2006-07,Ottawa Senators,2,@,Montreal Canadiens,4,W,summary
"Thursday, November 2, 2006",2006-07,Montreal Canadiens,4,@,Carolina Hurricanes,0,W,summary
"Sam./Sat., 4 Nov. 2006",2006-07,New Jersey Devils,2,@,Montreal Canadiens,1,L,summary
"Mar./Tue., 7 Nov. 2006",2006-07,Edmonton Oilers,2,@,Montreal Canadiens,3,W (OT),summary
"Saturday, November 11, 2006",2006-07,Montreal Canadiens,1,@,Toronto Maple Leafs,5,L,summary
"Monday, November 13, 2006",2006-07,Montreal Canadiens,6,@,Ottawa Senators,3,W,summary
"Wednesday, November 15, 2006",2006-07,Montreal Canadiens,3,@,Tampa Bay Lightning,1,W,summary
"Thursday, November 16, 2006",2006-07,Montreal Canadiens,1,@,Florida Panthers,5,L,summary
"Sam./Sat., 18 Nov. 2006",2006-07,Atlanta Thrashers,1,@,Montreal Canadiens,3,W,summary
"Mer./Wed., 22 Nov. 2006",2006-07,Minnesota Wild,2,@,Montreal Canadiens,4,W,summary
"Friday, November 24, 2006",2006-07,Montreal Canadiens,2,@,Buffalo Sabres,1,W (OT),summary
"Sam./Sat., 25 Nov. 2006",2006-07,Philadelphia Flyers,4,@,Montreal Canadiens,2,L,summary
"Mar./Tue., 28 Nov. 2006",2006-07,Florida Panthers,0,@,Montreal Canadiens,1,W (OT),summary
"Thursday, November 30, 2006",2006-07,Montreal Canadiens,2,@,Carolina Hurricanes,4,L,summary
"Sam./Sat., 2 Dec. 2006",2006-07,Toronto Maple Leafs,3,@,Montreal Canadiens,4,W (OT),summary
"Lun./Mon., 4 Dec. 2006",2006-07,Boston Bruins,6,@,Montreal Canadiens,5,L,summary
"Wednesday, December 6, 2006",2006-07,Montreal Canadiens,1,@,New Jersey Devils,2,L (OT),summary
"Thursday, December 7, 2006",2006-07,Montreal Canadiens,4,@,New York Islanders,2,W,summary
"Sam./Sat., 9 Dec. 2006",2006-07,Buffalo Sabres,3,@,Montreal Canadiens,2,L (OT),summary
"Mar./Tue., 12 Dec. 2006",2006-07,Boston Bruins,3,@,Montreal Canadiens,4,W,summary
"Jeu./Thu., 14 Dec. 2006",2006-07,Tampa Bay Lightning,2,@,Montreal Canadiens,4,W,summary
"Sam./Sat., 16 Dec. 2006",2006-07,Pittsburgh Penguins,3,@,Montreal Canadiens,6,W,summary
"Tuesday, December 19, 2006",2006-07,Montreal Canadiens,5,@,Buffalo Sabres,2,W,summary
"Jeu./Thu., 21 Dec. 2006",2006-07,Philadelphia Flyers,2,@,Montreal Canadiens,4,W,summary
"Saturday, December 23, 2006",2006-07,Montreal Canadiens,2,@,Boston Bruins,4,L,summary
"Wednesday, December 27, 2006",2006-07,Montreal Canadiens,4,@,Washington Capitals,1,W,summary
"Friday, December 29, 2006",2006-07,Montreal Canadiens,1,@,Florida Panthers,3,L,summary
"Saturday, December 30, 2006",2006-07,Montreal Canadiens,1,@,Tampa Bay Lightning,3,L,summary
"Mar./Tue., 2 Jan. 2007",2006-07,Tampa Bay Lightning,2,@,Montreal Canadiens,5,W,summary
"Thursday, January 4, 2007",2006-07,Montreal Canadiens,1,@,Washington Capitals,5,L,summary
"Sam./Sat., 6 Jan. 2007",2006-07,New York Rangers,4,@,Montreal Canadiens,3,L,summary
"Dim./Sun., 7 Jan. 2007",2006-07,New Jersey Devils,3,@,Montreal Canadiens,0,L,summary
"Mar./Tue., 9 Jan. 2007",2006-07,Atlanta Thrashers,2,@,Montreal Canadiens,4,W,summary
"Thursday, January 11, 2007",2006-07,Montreal Canadiens,4,@,Philadelphia Flyers,2,W,summary
"Saturday, January 13, 2007",2006-07,Montreal Canadiens,3,@,Ottawa Senators,8,L,summary
"Monday, January 15, 2007",2006-07,Montreal Canadiens,0,@,Detroit Red Wings,2,L,summary
"Mar./Tue., 16 Jan. 2007",2006-07,Vancouver Canucks,4,@,Montreal Canadiens,0,L,summary
"Thursday, January 18, 2007",2006-07,Montreal Canadiens,4,@,Atlanta Thrashers,1,W,summary
"Sam./Sat., 20 Jan. 2007",2006-07,Buffalo Sabres,3,@,Montreal Canadiens,4,W,summary
"Saturday, January 27, 2007",2006-07,Montreal Canadiens,1,@,Toronto Maple Leafs,4,L,summary
"Lun./Mon., 29 Jan. 2007",2006-07,Ottawa Senators,1,@,Montreal Canadiens,3,W,summary
"Thursday, February 1, 2007",2006-07,Montreal Canadiens,4,@,Pittsburgh Penguins,5,L (SO),summary
"Sam./Sat., 3 Fev./Feb. 2007",2006-07,New York Islanders,4,@,Montreal Canadiens,2,L,summary
"Dim./Sun., 4 Fev./Feb. 2007",2006-07,Pittsburgh Penguins,3,@,Montreal Canadiens,4,W (OT),summary
"Mar./Tue., 6 Fev./Feb. 2007",2006-07,Carolina Hurricanes,2,@,Montreal Canadiens,1,L,summary
"Thursday, February 8, 2007",2006-07,Montreal Canadiens,1,@,Ottawa Senators,4,L,summary
"Sam./Sat., 10 Fev./Feb. 2007",2006-07,Ottawa Senators,5,@,Montreal Canadiens,3,L,summary
"Tuesday, February 13, 2007",2006-07,Florida Panthers,1,@,Montreal Canadiens,0,L,summary
"Wednesday, February 14, 2007",2006-07,Montreal Canadiens,2,@,New Jersey Devils,5,L,summary
"Sam./Sat., 17 Fev./Feb. 2007",2006-07,Carolina Hurricanes,5,@,Montreal Canadiens,3,L,summary
"Sunday, February 18, 2007",2006-07,Montreal Canadiens,3,@,Columbus Blue Jackets,2,W,summary
"Mar./Tue., 20 Fev./Feb. 2007",2006-07,Washington Capitals,3,@,Montreal Canadiens,5,W,summary
"Thursday, February 22, 2007",2006-07,Montreal Canadiens,6,@,Nashville Predators,5,W (SO),summary
"Saturday, February 24, 2007",2006-07,Montreal Canadiens,2,@,New York Islanders,3,L,summary
"Lun./Mon., 26 Fev./Feb. 2007",2006-07,Toronto Maple Leafs,4,@,Montreal Canadiens,5,W,summary
"Tuesday, February 27, 2007",2006-07,Montreal Canadiens,0,@,New York Rangers,4,L,summary
"Friday, March 2, 2007",2006-07,Montreal Canadiens,5,@,Buffalo Sabres,8,L,summary
"Saturday, March 3, 2007",2006-07,Montreal Canadiens,1,@,Boston Bruins,3,L,summary
"Thursday, March 8, 2007",2006-07,Montreal Canadiens,2,@,Atlanta Thrashers,6,L,summary
"Saturday, March 10, 2007",2006-07,Montreal Canadiens,4,@,St. Louis Blues,3,W,summary
"Mar./Tue., 13 Mar. 2007",2006-07,New York Islanders,3,@,Montreal Canadiens,5,W,summary
"Friday, March 16, 2007",2006-07,Montreal Canadiens,3,@,Pittsburgh Penguins,6,L,summary
"Sam./Sat., 17 Mar. 2007",2006-07,Toronto Maple Leafs,2,@,Montreal Canadiens,3,W (OT),summary
"Mar./Tue., 20 Mar. 2007",2006-07,Boston Bruins,0,@,Montreal Canadiens,1,W,summary
"Thursday, March 22, 2007",2006-07,Montreal Canadiens,6,@,Boston Bruins,3,W,summary
"Sam./Sat., 24 Mar. 2007",2006-07,Washington Capitals,1,@,Montreal Canadiens,4,W,summary
"Mar./Tue., 27 Mar. 2007",2006-07,New York Rangers,4,@,Montreal Canadiens,6,W,summary
"Friday, March 30, 2007",2006-07,Montreal Canadiens,2,@,Ottawa Senators,5,L,summary
"Sam./Sat., 31 Mar. 2007",2006-07,Buffalo Sabres,3,@,Montreal Canadiens,4,W,summary
"Mar./Tue., 3 Avr./Apr. 2007",2006-07,Boston Bruins,0,@,Montreal Canadiens,2,W,summary
"Thursday, April 5, 2007",2006-07,Montreal Canadiens,1,@,New York Rangers,3,L,summary
"Saturday, April 7, 2007",2006-07,Montreal Canadiens,5,@,Toronto Maple Leafs,6,L,summary
"Tuesday, October 2, 2007",2008-07,Montreal Canadiens,3,@,Carolina Hurricanes,2,W,summary
"Saturday, October 6, 2007",2008-07,Montreal Canadiens,3,@,Toronto Maple Leafs,4,L,summary
"Wednesday, October 10, 2007",2008-07,Montreal Canadiens,3,@,Pittsburgh Penguins,2,W,summary
"Saturday, October 13, 2007",2008-07,Carolina Hurricanes,3,@,Montreal Canadiens,1,L,summary
"Tuesday, October 16, 2007",2008-07,Florida Panthers,2,@,Montreal Canadiens,1,L,summary
"Thursday, October 18, 2007",2008-07,Montreal Canadiens,3,@,Ottawa Senators,4,L,summary
"Saturday, October 20, 2007",2008-07,Buffalo Sabres,2,@,Montreal Canadiens,4,W,summary
"Monday, October 22, 2007",2008-07,Boston Bruins,1,@,Montreal Canadiens,6,W,summary
"Friday, October 26, 2007",2008-07,Montreal Canadiens,7,@,Carolina Hurricanes,4,W,summary
"Saturday, October 27, 2007",2008-07,Montreal Canadiens,4,@,Pittsburgh Penguins,3,W,summary
"Tuesday, October 30, 2007",2008-07,Atlanta Thrashers,3,@,Montreal Canadiens,2,L,summary
"Thursday, November 1, 2007",2008-07,Philadelphia Flyers,2,@,Montreal Canadiens,5,W,summary
"Saturday, November 3, 2007",2008-07,Toronto Maple Leafs,3,@,Montreal Canadiens,2,L,summary
"Monday, November 5, 2007",2008-07,Buffalo Sabres,0,@,Montreal Canadiens,2,W,summary
"Thursday, November 8, 2007",2008-07,Montreal Canadiens,2,@,Boston Bruins,1,W,summary
"Saturday, November 10, 2007",2008-07,Montreal Canadiens,1,@,Ottawa Senators,3,L,summary
"Tuesday, November 13, 2007",2008-07,Montreal Canadiens,4,@,Toronto Maple Leafs,3,W,summary
"Friday, November 16, 2007",2008-07,Montreal Canadiens,1,@,Buffalo Sabres,4,L,summary
"Saturday, November 17, 2007",2008-07,Boston Bruins,4,@,Montreal Canadiens,7,W,summary
"Monday, November 19, 2007",2008-07,Ottawa Senators,4,@,Montreal Canadiens,2,L,summary
"Wednesday, November 21, 2007",2008-07,Montreal Canadiens,4,@,New York Islanders,1,W,summary
"Friday, November 23, 2007",2008-07,Montreal Canadiens,2,@,Buffalo Sabres,4,L,summary
"Saturday, November 24, 2007",2008-07,Buffalo Sabres,3,@,Montreal Canadiens,0,L,summary
"Tuesday, November 27, 2007",2008-07,Montreal Canadiens,4,@,Toronto Maple Leafs,3,W,summary
"Friday, November 30, 2007",2008-07,Montreal Canadiens,0,@,New Jersey Devils,4,L,summary
"Saturday, December 1, 2007",2008-07,Nashville Predators,5,@,Montreal Canadiens,4,L,summary
"Tuesday, December 4, 2007",2008-07,Detroit Red Wings,4,@,Montreal Canadiens,1,L,summary
"Thursday, December 6, 2007",2008-07,Montreal Canadiens,4,@,Boston Bruins,2,W,summary
"Saturday, December 8, 2007",2008-07,Carolina Hurricanes,5,@,Montreal Canadiens,1,L,summary
"Tuesday, December 11, 2007",2008-07,Tampa Bay Lightning,3,@,Montreal Canadiens,2,L,summary
"Thursday, December 13, 2007",2008-07,Montreal Canadiens,4,@,Philadelphia Flyers,1,W,summary
"Saturday, December 15, 2007",2008-07,Toronto Maple Leafs,1,@,Montreal Canadiens,4,W,summary
"Tuesday, December 18, 2007",2008-07,Florida Panthers,3,@,Montreal Canadiens,2,L,summary
"Thursday, December 20, 2007",2008-07,Montreal Canadiens,5,@,Washington Capitals,2,W,summary
"Saturday, December 22, 2007",2008-07,Montreal Canadiens,2,@,Atlanta Thrashers,3,L,summary
"Sunday, December 23, 2007",2008-07,Montreal Canadiens,1,@,Dallas Stars,4,L,summary
"Thursday, December 27, 2007",2008-07,Montreal Canadiens,5,@,Tampa Bay Lightning,2,W,summary
"Friday, December 28, 2007",2008-07,Montreal Canadiens,5,@,Florida Panthers,1,W,summary
"Sunday, December 30, 2007",2008-07,Montreal Canadiens,3,@,New York Rangers,4,L,summary
"Thursday, January 3, 2008",2008-07,Tampa Bay Lightning,3,@,Montreal Canadiens,6,W,summary
"Saturday, January 5, 2008",2008-07,Washington Capitals,5,@,Montreal Canadiens,4,L,summary
"Tuesday, January 8, 2008",2008-07,Chicago Blackhawks,3,@,Montreal Canadiens,4,W,summary
"Thursday, January 10, 2008",2008-07,Montreal Canadiens,5,@,Boston Bruins,2,W,summary
"Saturday, January 12, 2008",2008-07,Montreal Canadiens,1,@,New York Rangers,4,L,summary
"Tuesday, January 15, 2008",2008-07,Montreal Canadiens,3,@,New York Islanders,1,W,summary
"Thursday, January 17, 2008",2008-07,Montreal Canadiens,3,@,Atlanta Thrashers,2,W,summary
"Saturday, January 19, 2008",2008-07,Pittsburgh Penguins,2,@,Montreal Canadiens,0,L,summary
"Tuesday, January 22, 2008",2008-07,Boston Bruins,2,@,Montreal Canadiens,8,W,summary
"Thursday, January 24, 2008",2008-07,Montreal Canadiens,4,@,New Jersey Devils,3,W,summary
"Tuesday, January 29, 2008",2008-07,Washington Capitals,0,@,Montreal Canadiens,4,W,summary
"Thursday, January 31, 2008",2008-07,Montreal Canadiens,4,@,Washington Capitals,5,L,summary
"Saturday, February 2, 2008",2008-07,New York Islanders,1,@,Montreal Canadiens,4,W,summary
"Sunday, February 3, 2008",2008-07,New York Rangers,5,@,Montreal Canadiens,3,L,summary
"Tuesday, February 5, 2008",2008-07,Ottawa Senators,3,@,Montreal Canadiens,4,W,summary
"Thursday, February 7, 2008",2008-07,Toronto Maple Leafs,4,@,Montreal Canadiens,2,L,summary
"Saturday, February 9, 2008",2008-07,Montreal Canadiens,1,@,Ottawa Senators,6,L,summary
"Tuesday, February 12, 2008",2008-07,Montreal Canadiens,2,@,Tampa Bay Lightning,3,L,summary
"Wednesday, February 13, 2008",2008-07,Montreal Canadiens,2,@,Florida Panthers,1,W,summary
"Saturday, February 16, 2008",2008-07,Philadelphia Flyers,0,@,Montreal Canadiens,1,W,summary
"Sunday, February 17, 2008",2008-07,Montreal Canadiens,5,@,Philadelphia Flyers,3,W,summary
"Tuesday, February 19, 2008",2008-07,New York Rangers,5,@,Montreal Canadiens,6,W,summary
"Thursday, February 21, 2008",2008-07,Pittsburgh Penguins,5,@,Montreal Canadiens,4,L,summary
"Saturday, February 23, 2008",2008-07,Columbus Blue Jackets,3,@,Montreal Canadiens,0,L,summary
"Tuesday, February 26, 2008",2008-07,Atlanta Thrashers,1,@,Montreal Canadiens,5,W,summary
"Friday, February 29, 2008",2008-07,Montreal Canadiens,6,@,Buffalo Sabres,2,W,summary
"Saturday, March 1, 2008",2008-07,New Jersey Devils,1,@,Montreal Canadiens,2,W,summary
"Monday, March 3, 2008",2008-07,Montreal Canadiens,4,@,San Jose Sharks,6,L,summary
"Thursday, March 6, 2008",2008-07,Montreal Canadiens,4,@,Phoenix Coyotes,2,W,summary
"Saturday, March 8, 2008",2008-07,Montreal Canadiens,5,@,Los Angeles Kings,2,W,summary
"Sunday, March 9, 2008",2008-07,Montreal Canadiens,1,@,Anaheim Ducks,3,L,summary
"Tuesday, March 11, 2008",2008-07,New Jersey Devils,0,@,Montreal Canadiens,4,W,summary
"Thursday, March 13, 2008",2008-07,Ottawa Senators,3,@,Montreal Canadiens,0,L,summary
"Saturday, March 15, 2008",2008-07,New York Islanders,0,@,Montreal Canadiens,3,W,summary
"Tuesday, March 18, 2008",2008-07,St.Louis Blues,4,@,Montreal Canadiens,3,L,summary
"Thursday, March 20, 2008",2008-07,Montreal Canadiens,4,@,Boston Bruins,2,W,summary
"Saturday, March 22, 2008",2008-07,Boston Bruins,2,@,Montreal Canadiens,3,W,summary
"Monday, March 24, 2008",2008-07,Ottawa Senators,5,@,Montreal Canadiens,7,W,summary
"Friday, March 28, 2008",2008-07,Montreal Canadiens,4,@,Buffalo Sabres,3,W,summary
"Saturday, March 29, 2008",2008-07,Montreal Canadiens,2,@,Toronto Maple Leafs,4,L,summary
"Tuesday, April 1, 2008",2008-07,Montreal Canadiens,3,@,Ottawa Senators,0,W,summary
"Thursday, April 3, 2008",2008-07,Buffalo Sabres,1,@,Montreal Canadiens,3,W,summary
"Saturday, April 5, 2008",2008-07,Toronto Maple Leafs,1,@,Montreal Canadiens,3,W,summary
"Thursday, October 7, 2010",2010-11,Montreal Canadiens,2,@,Toronto Maple Leafs,3,L,summary
"Saturday, October 9, 2010",2010-11,Montreal Canadiens,3,@,Pittsburgh Penguins,2,W,summary
"Wednesday, October 13, 2010",2010-11,Tampa Bay Lightning,4,@,Montreal Canadiens,3,L,summary
"Friday, October 15, 2010",2010-11,Montreal Canadiens,2,@,Buffalo Sabres,1,W,summary
"Saturday, October 16, 2010",2010-11,Ottawa Senators,3,@,Montreal Canadiens,4,W,summary
"Thursday, October 21, 2010",2010-11,New Jersey Devils,3,@,Montreal Canadiens,0,L,summary
"Saturday, October 23, 2010",2010-11,Montreal Canadiens,3,@,Ottawa Senators,0,W,summary
"Monday, October 25, 2010",2010-11,Phoenix Coyotes,2,@,Montreal Canadiens,3,W,summary
"Wednesday, October 27, 2010",2010-11,New York Islanders,3,@,Montreal Canadiens,5,W,summary
"Friday, October 29, 2010",2010-11,Montreal Canadiens,3,@,New York Islanders,1,W,summary
"Saturday, October 30, 2010",2010-11,Florida Panthers,3,@,Montreal Canadiens,1,L,summary
"Tuesday, November 2, 2010",2010-11,Montreal Canadiens,0,@,Columbus Blue Jackets,3,L,summary
"Friday, November 5, 2010",2010-11,Montreal Canadiens,3,@,Buffalo Sabres,2,W,summary
"Saturday, November 6, 2010",2010-11,Ottawa Senators,3,@,Montreal Canadiens,2,L,summary
"Tuesday, November 9, 2010",2010-11,Vancouver Canucks,0,@,Montreal Canadiens,2,W,summary
"Thursday, November 11, 2010",2010-11,Montreal Canadiens,3,@,Boston Bruins,1,W,summary
"Saturday, November 13, 2010",2010-11,Carolina Hurricanes,2,@,Montreal Canadiens,7,W,summary
"Tuesday, November 16, 2010",2010-11,Philadelphia Flyers,0,@,Montreal Canadiens,3,W,summary
"Thursday, November 18, 2010",2010-11,Nashville Predators,3,@,Montreal Canadiens,0,L,summary
"Saturday, November 20, 2010",2010-11,Toronto Maple Leafs,0,@,Montreal Canadiens,2,W,summary
"Monday, November 22, 2010",2010-11,Montreal Canadiens,2,@,Philadelphia Flyers,3,L,summary
"Wednesday, November 24, 2010",2010-11,Los Angeles Kings,1,@,Montreal Canadiens,4,W,summary
"Friday, November 26, 2010",2010-11,Montreal Canadiens,0,@,Atlanta Thrashers,3,L,summary
"Saturday, November 27, 2010",2010-11,Buffalo Sabres,1,@,Montreal Canadiens,3,W,summary
"Wednesday, December 1, 2010",2010-11,Edmonton Oilers,4,@,Montreal Canadiens,3,L,summary
"Thursday, December 2, 2010",2010-11,Montreal Canadiens,5,@,New Jersey Devils,1,W,summary
"Saturday, December 4, 2010",2010-11,San Jose Sharks,1,@,Montreal Canadiens,3,W,summary
"Tuesday, December 7, 2010",2010-11,Ottawa Senators,1,@,Montreal Canadiens,4,W,summary
"Friday, December 10, 2010",2010-11,Montreal Canadiens,2,@,Detroit Red Wings,4,L,summary
"Saturday, December 11, 2010",2010-11,Montreal Canadiens,1,@,Toronto Maple Leafs,3,L,summary
"Wednesday, December 15, 2010",2010-11,Philadelphia Flyers,5,@,Montreal Canadiens,3,L,summary
"Thursday, December 16, 2010",2010-11,Boston Bruins,3,@,Montreal Canadiens,4,W,summary
"Sunday, December 19, 2010",2010-11,Montreal Canadiens,2,@,Colorado Avalanche,3,L,summary
"Tuesday, December 21, 2010",2010-11,Montreal Canadiens,2,@,Dallas Stars,5,L,summary
"Thursday, December 23, 2010",2010-11,Montreal Canadiens,3,@,Carolina Hurricanes,2,W,summary
"Sunday, December 26, 2010",2010-11,Montreal Canadiens,1,@,New York Islanders,4,L,summary
"Tuesday, December 28, 2010",2010-11,Montreal Canadiens,0,@,Washington Capitals,3,L,summary
"Thursday, December 30, 2010",2010-11,Montreal Canadiens,1,@,Tampa Bay Lightning,4,L,summary
"Friday, December 31, 2010",2010-11,Montreal Canadiens,3,@,Florida Panthers,2,W,summary
"Sunday, January 2, 2011",2010-11,Atlanta Thrashers,4,@,Montreal Canadiens,3,L,summary
"Thursday, January 6, 2011",2010-11,Pittsburgh Penguins,1,@,Montreal Canadiens,2,W (SO),summary
"Saturday, January 8, 2011",2010-11,Boston Bruins,2,@,Montreal Canadiens,3,W,summary
"Tuesday, January 11, 2011",2010-11,Montreal Canadiens,2,@,New York Rangers,1,W,summary
"Wednesday, January 12, 2011",2010-11,Pittsburgh Penguins,5,@,Montreal Canadiens,2,L,summary
"Saturday, January 15, 2011",2010-11,New York Rangers,2,@,Montreal Canadiens,3,W,summary
"Monday, January 17, 2011",2010-11,Calgary Flames,4,@,Montreal Canadiens,5,W,summary
"Tuesday, January 18, 2011",2010-11,Montreal Canadiens,1,@,Buffalo Sabres,2,L,summary
"Friday, January 21, 2011",2010-11,Montreal Canadiens,7,@,Ottawa Senators,1,W,summary
"Saturday, January 22, 2011",2010-11,Anaheim Mighty Ducks,4,@,Montreal Canadiens,3,L (SO),summary
"Tuesday, January 25, 2011",2010-11,Montreal Canadiens,2,@,Philadelphia Flyers,5,L,summary
"Tuesday, February 1, 2011",2010-11,Montreal Canadiens,3,@,Washington Capitals,2,W (SO),summary
"Wednesday, February 2, 2011",2010-11,Florida Panthers,2,@,Montreal Canadiens,3,W,summary
"Saturday, February 5, 2011",2010-11,New York Rangers,0,@,Montreal Canadiens,2,W,summary
"Sunday, February 6, 2011",2010-11,New Jersey Devils,4,@,Montreal Canadiens,1,L,summary
"Wednesday, February 9, 2011",2010-11,Montreal Canadiens,6,@,Boston Bruins,8,L,summary
"Thursday, February 10, 2011",2010-11,New York Islanders,4,@,Montreal Canadiens,3,L (SO),summary
"Saturday, February 12, 2011",2010-11,Toronto Maple Leafs,0,@,Montreal Canadiens,3,W,summary
"Tuesday, February 15, 2011",2010-11,Buffalo Sabres,3,@,Montreal Canadiens,2,L (SO),summary
"Thursday, February 17, 2011",2010-11,Montreal Canadiens,1,@,Edmonton Oilers,4,L,summary
2011 Tim Hortons Heritage Classic,2010-11,Montreal Canadiens,0,@,Calgary Flames,4,L,summary
"Tuesday, February 22, 2011",2010-11,Montreal Canadiens,3,@,Vancouver Canucks,2,W,summary
"Thursday, February 24, 2011",2010-11,Toronto Maple Leafs,5,@,Montreal Canadiens,4,L,summary
"Saturday, February 26, 2011",2010-11,Carolina Hurricanes,3,@,Montreal Canadiens,4,W,summary
"Tuesday, March 1, 2011",2010-11,Montreal Canadiens,3,@,Atlanta Thrashers,1,W,summary
"Thursday, March 3, 2011",2010-11,Montreal Canadiens,4,@,Florida Panthers,0,W,summary
"Saturday, March 5, 2011",2010-11,Montreal Canadiens,4,@,Tampa Bay Lightning,2,W,summary
"Tuesday, March 8, 2011",2010-11,Boston Bruins,1,@,Montreal Canadiens,4,W,summary
"Thursday, March 10, 2011",2010-11,Montreal Canadiens,1,@,St.Louis Blues,4,L,summary
"Saturday, March 12, 2011",2010-11,Montreal Canadiens,3,@,Pittsburgh Penguins,0,W,summary
"Tuesday, March 15, 2011",2010-11,Washington Capitals,4,@,Montreal Canadiens,2,L,summary
"Thursday, March 17, 2011",2010-11,Tampa Bay Lightning,2,@,Montreal Canadiens,3,W (SO),summary
"Friday, March 18, 2011",2010-11,Montreal Canadiens,3,@,New York Rangers,6,L,summary
"Sunday, March 20, 2011",2010-11,Montreal Canadiens,8,@,Minnesota Wild,1,W,summary
"Tuesday, March 22, 2011",2010-11,Buffalo Sabres,2,@,Montreal Canadiens,0,L,summary
"Thursday, March 24, 2011",2010-11,Montreal Canadiens,0,@,Boston Bruins,7,L,summary
"Saturday, March 26, 2011",2010-11,Washington Capitals,2,@,Montreal Canadiens,0,L,summary
"Tuesday, March 29, 2011",2010-11,Atlanta Thrashers,1,@,Montreal Canadiens,3,W,summary
"Wednesday, March 30, 2011",2010-11,Montreal Canadiens,2,@,Carolina Hurricanes,6,L,summary
"Saturday, April 2, 2011",2010-11,Montreal Canadiens,3,@,New Jersey Devils,1,W,summary
"Tuesday, April 5, 2011",2010-11,Chicago Blackhawks,1,@,Montreal Canadiens,2,W,summary
"Thursday, April 7, 2011",2010-11,Montreal Canadiens,2,@,Ottawa Senators,3,L,summary
"Saturday, April 9, 2011",2010-11,Montreal Canadiens,4,@,Toronto Maple Leafs,1,W,summary
"Thursday, October 6, 2011",2011-12,Montreal Canadiens,0,@,Toronto Maple Leafs,2,L,summary
"Sunday, October 9, 2011",2011-12,Montreal Canadiens,5,@,Winnipeg Jets,1,W,summary
"Thursday, October 13, 2011",2011-12,Calgary Flames,4,@,Montreal Canadiens,1,L,summary
"Saturday, October 15, 2011",2011-12,Colorado Avalanche,6,@,Montreal Canadiens,5,L (SO),summary
"Tuesday, October 18, 2011",2011-12,Buffalo Sabres,3,@,Montreal Canadiens,1,L,summary
"Thursday, October 20, 2011",2011-12,Montreal Canadiens,1,@,Pittsburgh Penguins,3,L,summary
"Saturday, October 22, 2011",2011-12,Toronto Maple Leafs,5,@,Montreal Canadiens,4,L,summary
"Monday, October 24, 2011",2011-12,Florida Panthers,2,@,Montreal Canadiens,1,L,summary
"Wednesday, October 26, 2011",2011-12,Philadelphia Flyers,1,@,Montreal Canadiens,5,W,summary
"Thursday, October 27, 2011",2011-12,Montreal Canadiens,2,@,Boston Bruins,1,W,summary
"Saturday, October 29, 2011",2011-12,Boston Bruins,2,@,Montreal Canadiens,4,W,summary
"Friday, November 4, 2011",2011-12,Montreal Canadiens,2,@,Ottawa Senators,1,W,summary
"Saturday, November 5, 2011",2011-12,Montreal Canadiens,3,@,New York Rangers,5,L,summary
"Tuesday, November 8, 2011",2011-12,Edmonton Oilers,3,@,Montreal Canadiens,1,L,summary
"Thursday, November 10, 2011",2011-12,Montreal Canadiens,3,@,Phoenix Coyotes,2,W,summary
"Saturday, November 12, 2011",2011-12,Montreal Canadiens,2,@,Nashville Predators,1,W,summary
"Monday, November 14, 2011",2011-12,Buffalo Sabres,3,@,Montreal Canadiens,2,L (SO),summary
